ordinal,scenario,dataset,dsm_mode_tag,variant_tag,dsm_post_concat_with_rgb,use_four_stream,residual,fusion,batch_size,model,optimizer,learning_rate,epochs,num_classes,accuracy,precision,recall,macro_f1,macro_f2,mcc,mae,rmse,off_by_one_accuracy,qwk,linear_kappa,spearman,cm00,cm01,cm10,cm11,confusion_matrix_json,best_val_metric,best_val_epoch,monitor_metric,train_time_sec,num_test_samples,predictions_csv,result_dir
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,256,MMF,Adam,0.001,100,5,0.5724962630792227,0.4878382781246991,0.3891003880537261,0.4122147736082546,0.3940621431602526,0.6418332309815373,0.5530642750373692,0.9299050854052157,0.9009715994020927,0.5284593706480301,0.3984978849739289,0.48240885002540984,0,0,0,0,"[[126, 218, 25, 8, 8], [51, 1224, 91, 25, 10], [4, 370, 69, 22, 8], [1, 110, 71, 36, 29], [2, 32, 32, 27, 77]]",0.5484500917837289,14,val_qwk,31.64541482925415,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Adam_lr0.001_bs256/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Adam_lr0.001_bs256
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,128,MMF,Adam,0.001,100,5,0.554932735426009,0.5337915879847193,0.39471471646393247,0.42833414786934065,0.40382487083092844,0.6394021027654953,0.5582959641255605,0.9116420245178288,0.9069506726457399,0.5354131850508472,0.40386049722727135,0.5103423641173581,0,0,0,0,"[[114, 240, 24, 3, 4], [17, 1109, 214, 50, 11], [0, 276, 152, 39, 6], [1, 78, 108, 45, 15], [4, 23, 45, 33, 65]]",0.6045851157889096,43,val_qwk,80.80228543281555,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Adam_lr0.001_bs128/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Adam_lr0.001_bs128
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,64,MMF,Adam,0.001,100,5,0.5631539611360239,0.5121012133725682,0.37401565448793683,0.40253438149004006,0.38059742978895794,0.6356401969349568,0.5575485799701047,0.9222381302618208,0.9032137518684604,0.5220540597550134,0.39025425010102377,0.4861381945728186,0,0,0,0,"[[96, 252, 24, 10, 3], [19, 1203, 125, 43, 11], [0, 328, 103, 33, 9], [1, 94, 92, 40, 20], [2, 32, 30, 41, 65]]",0.5933239442399321,39,val_qwk,107.40129280090332,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Adam_lr0.001_bs64/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Adam_lr0.001_bs64
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,256,MMF,SGD,0.0001,100,5,0.5011210762331838,0.15737108190091,0.21290803415000417,0.17098808907301918,0.19168508009177568,0.5129267199583126,0.7335575485799701,1.1616376770213832,0.835949177877429,0.04127759330319558,0.02587184946802068,0.1130699318055928,0,0,0,0,"[[57, 328, 0, 0, 0], [117, 1284, 0, 0, 0], [22, 451, 0, 0, 0], [12, 235, 0, 0, 0], [7, 163, 0, 0, 0]]",0.039475389552886764,1,val_qwk,16.061424255371094,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/SGD_lr0.0001_bs256/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/SGD_lr0.0001_bs256
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,128,MMF,SGD,0.0001,100,5,0.5130792227204783,0.1626441877752161,0.2073046154416604,0.15976882523286612,0.1825004460427467,0.5093787542107144,0.7118834080717489,1.1388964842309954,0.8419282511210763,0.02583810220209104,0.015688265949415192,0.09586572978397173,0,0,0,0,"[[30, 355, 0, 0, 0], [58, 1343, 0, 0, 0], [6, 467, 0, 0, 0], [7, 240, 0, 0, 0], [2, 168, 0, 0, 0]]",0.031871142963460386,1,val_qwk,19.546385288238525,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/SGD_lr0.0001_bs128/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/SGD_lr0.0001_bs128
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,64,MMF,SGD,0.0001,100,5,0.5067264573991032,0.16222342943735582,0.22258386866523913,0.1811572587056766,0.20219261475350708,0.5320876632264718,0.7417787742899851,1.1861495152997112,0.8292227204783259,0.02940697060112163,0.0360779824754649,0.08350293789104661,0,0,0,0,"[[77, 308, 0, 0, 0], [122, 1279, 0, 0, 0], [40, 433, 0, 0, 0], [21, 226, 0, 0, 0], [17, 153, 0, 0, 0]]",0.0200927725315182,5,val_qwk,36.11643648147583,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/SGD_lr0.0001_bs64/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/SGD_lr0.0001_bs64
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,256,MMF,SGD,0.001,100,5,0.47832585949177875,0.14887431009304644,0.21587845416539206,0.17455573502850216,0.1966382888576577,0.5137467679901029,0.7787742899850523,1.2090837059822404,0.8228699551569507,0.04558016187510794,0.02865483427098381,0.09764663501951701,0,0,0,0,"[[88, 297, 0, 0, 0], [209, 1192, 0, 0, 0], [57, 416, 0, 0, 0], [32, 215, 0, 0, 0], [12, 158, 0, 0, 0]]",0.05562197432195892,2,val_qwk,16.900832891464233,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/SGD_lr0.001_bs256/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/SGD_lr0.001_bs256
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,128,MMF,SGD,0.001,100,5,0.4786995515695067,0.1482002617801047,0.21451430796184545,0.1733437984279118,0.1952547883398947,0.5119525910153419,0.7765321375186846,1.2050590915182633,0.8232436472346786,0.04600558364011054,0.02692884351284497,0.09794689881157138,0,0,0,0,"[[84, 301, 0, 0, 0], [204, 1197, 0, 0, 0], [56, 417, 0, 0, 0], [29, 218, 0, 0, 0], [11, 159, 0, 0, 0]]",0.05510321548604524,1,val_qwk,20.593441247940063,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/SGD_lr0.001_bs128/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/SGD_lr0.001_bs128
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,64,MMF,SGD,0.001,100,5,0.5134529147982063,0.2823865510707616,0.2351222600669986,0.20379562566498138,0.21804714858860835,0.5436088309322384,0.6943198804185351,1.103737366130695,0.8460388639760837,0.1540566832524214,0.09863871460141305,0.28918981123063575,0,0,0,0,"[[95, 284, 4, 1, 1], [123, 1273, 5, 0, 0], [9, 460, 4, 0, 0], [7, 225, 13, 0, 2], [0, 134, 31, 3, 2]]",0.18908091316753384,100,val_qwk,197.91230750083923,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/SGD_lr0.001_bs64/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/SGD_lr0.001_bs64
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,256,MMF,RMSprop,0.0001,100,5,0.5448430493273543,0.4799483986965146,0.3061640069513384,0.3265071707418756,0.30676873448305975,0.6006541439492922,0.5814648729446936,0.9395002328863059,0.8972346786248132,0.43310128980041673,0.2979056834173549,0.4319693546176947,0,0,0,0,"[[65, 291, 19, 8, 2], [62, 1271, 60, 7, 1], [3, 402, 61, 6, 1], [1, 135, 88, 18, 5], [0, 49, 49, 29, 43]]",0.5101930381247716,38,val_qwk,54.67247533798218,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/RMSprop_lr0.0001_bs256/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/RMSprop_lr0.0001_bs256
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,128,MMF,RMSprop,0.0001,100,5,0.5351270553064275,0.458608584102809,0.32185967501865675,0.34230188722757704,0.32419646832376164,0.5972752477795015,0.5919282511210763,0.9482104929884783,0.898355754857997,0.4572716403295993,0.31163651776535994,0.4523896355521987,0,0,0,0,"[[108, 252, 18, 4, 3], [134, 1208, 53, 3, 3], [5, 413, 49, 4, 2], [2, 138, 82, 17, 8], [0, 53, 41, 26, 50]]",0.5385166012469236,21,val_qwk,49.32265543937683,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/RMSprop_lr0.0001_bs128/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/RMSprop_lr0.0001_bs128
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,64,MMF,RMSprop,0.0001,100,5,0.5564275037369207,0.5629047466899324,0.3511221139446209,0.37895612357823016,0.35593655511012784,0.6241446101335923,0.5571748878923767,0.9081510973101284,0.9050822122571002,0.49407427890620104,0.3586338065933189,0.46355964225815444,0,0,0,0,"[[50, 296, 30, 5, 4], [8, 1223, 137, 29, 4], [0, 333, 116, 20, 4], [1, 92, 102, 44, 8], [0, 32, 53, 29, 56]]",0.5582097276199904,49,val_qwk,120.85837054252625,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/RMSprop_lr0.0001_bs64/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/RMSprop_lr0.0001_bs64
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,256,MMF,RMSprop,0.001,100,5,0.5590433482810164,0.5400843476455496,0.3475242515651491,0.3841774943383562,0.35531354030315637,0.6263647433889056,0.5575485799701047,0.9116420245178288,0.9024663677130045,0.49191596952020344,0.3587423448368906,0.46451922998387524,0,0,0,0,"[[115, 228, 32, 7, 3], [13, 1225, 137, 24, 2], [1, 368, 83, 17, 4], [0, 112, 108, 22, 5], [0, 36, 40, 43, 51]]",0.5775454163187148,43,val_qwk,58.34888029098511,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/RMSprop_lr0.001_bs256/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/RMSprop_lr0.001_bs256
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,128,MMF,RMSprop,0.001,100,5,0.5485799701046338,0.5284617618612876,0.33788980164654353,0.3639774833711035,0.3417717022213248,0.6126650546146813,0.570254110612855,0.9246661418271757,0.9032137518684604,0.47696477520384295,0.33822166690165156,0.431930990422562,0,0,0,0,"[[59, 285, 28, 9, 4], [13, 1237, 127, 19, 5], [1, 367, 82, 21, 2], [0, 112, 98, 27, 10], [0, 37, 42, 28, 63]]",0.5483984266729296,11,val_qwk,34.746588706970215,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/RMSprop_lr0.001_bs128/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/RMSprop_lr0.001_bs128
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,64,MMF,RMSprop,0.001,100,5,0.546337817638266,0.46949459082375744,0.3499330283578012,0.37610545657666467,0.3555549428020462,0.6150510864399006,0.60949177877429,0.9949423671255262,0.8766816143497758,0.4204143744793828,0.311522112089608,0.42422830082066654,0,0,0,0,"[[162, 198, 17, 5, 3], [81, 1169, 111, 33, 7], [8, 383, 65, 14, 3], [4, 157, 63, 17, 6], [2, 61, 30, 28, 49]]",0.4761859678153364,6,val_qwk,39.36274456977844,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/RMSprop_lr0.001_bs64/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/RMSprop_lr0.001_bs64
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,256,MMF,Nadam,0.0001,100,5,0.5508221225710015,0.5041969438675482,0.33707282035172337,0.36723034412560474,0.3426713893241572,0.6151969341585962,0.5680119581464873,0.9218328399191272,0.9020926756352765,0.4761613553018955,0.33826213768504987,0.464460875955438,0,0,0,0,"[[94, 257, 25, 6, 3], [78, 1222, 91, 6, 4], [3, 379, 83, 6, 2], [1, 118, 97, 26, 5], [0, 39, 55, 27, 49]]",0.5535956786611131,52,val_qwk,76.93286776542664,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Nadam_lr0.0001_bs256/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Nadam_lr0.0001_bs256
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,128,MMF,Nadam,0.0001,100,5,0.5657698056801196,0.5425330079564273,0.3654099599559712,0.40319125014868423,0.37422468500459255,0.6347917208237617,0.5519431988041853,0.9118469569750691,0.9024663677130045,0.5003288006179236,0.37273778168819605,0.4830545270003371,0,0,0,0,"[[112, 236, 28, 4, 5], [24, 1212, 139, 21, 5], [2, 348, 101, 19, 3], [1, 103, 98, 36, 9], [0, 34, 55, 28, 53]]",0.5789496609253548,73,val_qwk,136.56775546073914,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Nadam_lr0.0001_bs128/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Nadam_lr0.0001_bs128
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,64,MMF,Nadam,0.0001,100,5,0.5571748878923767,0.5391610449980428,0.3669759505952429,0.4035075530725491,0.3756409171022308,0.6297095122848793,0.5553064275037369,0.9058850935359203,0.905829596412556,0.5067137011884209,0.3725505789239495,0.4823300557211778,0,0,0,0,"[[94, 256, 27, 3, 5], [38, 1175, 165, 19, 4], [0, 321, 128, 20, 4], [1, 104, 97, 39, 6], [0, 31, 54, 30, 55]]",0.5739131621844371,33,val_qwk,109.59118700027466,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Nadam_lr0.0001_bs64/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Nadam_lr0.0001_bs64
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,256,MMF,Nadam,0.001,100,5,0.5866965620328849,0.5121712922338111,0.391613710116415,0.42207213181485354,0.39893182306110286,0.6536399920316815,0.5332585949177877,0.9085624908067944,0.9028400597907325,0.5300847380827234,0.4067269222307982,0.5075825637563335,0,0,0,0,"[[170, 183, 20, 8, 4], [59, 1243, 81, 13, 5], [10, 381, 63, 16, 3], [3, 124, 76, 31, 13], [5, 27, 38, 37, 63]]",0.5909108411290352,14,val_qwk,36.29844951629639,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Nadam_lr0.001_bs256/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Nadam_lr0.001_bs256
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,128,MMF,Nadam,0.001,100,5,0.577354260089686,0.5642832895549559,0.3722799265587443,0.41150104047732305,0.3811847626096192,0.6441095616347832,0.5250373692077728,0.8746128761395627,0.9133034379671151,0.5375642143886832,0.39998180689454865,0.5289442704482844,0,0,0,0,"[[107, 255, 18, 1, 4], [19, 1238, 121, 21, 2], [0, 339, 108, 24, 2], [0, 100, 99, 38, 10], [1, 29, 54, 32, 54]]",0.6034267468936819,27,val_qwk,66.33445763587952,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Nadam_lr0.001_bs128/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Nadam_lr0.001_bs128
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,64,MMF,Nadam,0.001,100,5,0.5093423019431988,0.49820039498870006,0.3904952271431806,0.40287289316437214,0.39196701644186915,0.6190818600812562,0.6401345291479821,0.9964436012756411,0.875560538116592,0.4943224345127706,0.3629200131752489,0.4710167232017473,0,0,0,0,"[[85, 246, 42, 8, 4], [11, 973, 294, 92, 31], [0, 218, 178, 54, 23], [0, 69, 110, 47, 21], [1, 18, 45, 26, 80]]",0.5560170670500763,48,val_qwk,143.86856818199158,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Nadam_lr0.001_bs64/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Nadam_lr0.001_bs64
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,256,MMF,Adamax,0.0001,100,5,0.5,0.4075460519942693,0.267417260199597,0.2611457583978695,0.2604203880506103,0.5612563363208295,0.6599402092675636,1.0221756450470507,0.8721973094170403,0.3474932971101702,0.2177163844972697,0.4017975698419865,0,0,0,0,"[[128, 235, 19, 2, 1], [210, 1162, 26, 3, 0], [16, 430, 26, 1, 0], [6, 169, 65, 5, 2], [0, 76, 50, 27, 17]]",0.4403029224468792,55,val_qwk,74.62757635116577,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Adamax_lr0.0001_bs256/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Adamax_lr0.0001_bs256
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,128,MMF,Adamax,0.0001,100,5,0.5332585949177877,0.47018065172231155,0.28483226320705274,0.29871023332609264,0.2829943650596426,0.5867382833486933,0.5971599402092675,0.9533200580258341,0.8946188340807175,0.4034114284834258,0.26975018229571346,0.41394433682407605,0,0,0,0,"[[69, 291, 20, 4, 1], [74, 1264, 59, 4, 0], [6, 413, 48, 6, 0], [3, 139, 86, 16, 3], [0, 58, 47, 35, 30]]",0.48770407105259683,52,val_qwk,94.66482353210449,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Adamax_lr0.0001_bs128/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Adamax_lr0.0001_bs128
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,64,MMF,Adamax,0.0001,100,5,0.5403587443946188,0.4900823279603319,0.28388397697769363,0.2969108635360629,0.28095231175357677,0.5909988950741001,0.5863228699551569,0.9428750993184613,0.8972346786248132,0.40373594384844924,0.27158698550926785,0.42137734571756763,0,0,0,0,"[[61, 299, 22, 1, 2], [48, 1292, 58, 2, 1], [2, 422, 47, 2, 0], [1, 140, 87, 17, 2], [0, 57, 47, 37, 29]]",0.4775114921759275,37,val_qwk,102.38912010192871,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Adamax_lr0.0001_bs64/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Adamax_lr0.0001_bs64
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,256,MMF,Adamax,0.001,100,5,0.5893124065769806,0.5556052303436215,0.38922441409298736,0.4291093742819818,0.39918958161363377,0.6565015299808693,0.523542600896861,0.8911204549172341,0.9076980568011959,0.5300430312484814,0.409597491918941,0.5191899977616605,0,0,0,0,"[[129, 226, 18, 9, 3], [39, 1239, 104, 16, 3], [6, 332, 112, 19, 4], [2, 106, 88, 44, 7], [2, 31, 47, 37, 53]]",0.607271855651337,50,val_qwk,67.82517218589783,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Adamax_lr0.001_bs256/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Adamax_lr0.001_bs256
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,128,MMF,Adamax,0.001,100,5,0.5575485799701047,0.5212472574599192,0.36377349976333534,0.39355831422539234,0.37007914964470257,0.6259718753146823,0.5650224215246636,0.9262812804237048,0.8998505231689088,0.4957752137997865,0.3601437185595884,0.49368184363920703,0,0,0,0,"[[154, 208, 19, 2, 2], [136, 1188, 69, 7, 1], [11, 383, 70, 7, 2], [3, 129, 85, 26, 4], [2, 46, 44, 24, 54]]",0.5699642320881152,16,val_qwk,44.967347860336304,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Adamax_lr0.001_bs128/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Adamax_lr0.001_bs128
True,5,dataset_16,dsm_only,4stream,True,True,True,mcmaf,64,MMF,Adamax,0.001,100,5,0.5366218236173393,0.5622410057091486,0.35663309655408837,0.38062935082689014,0.36063083562720505,0.6189371326802522,0.5672645739910314,0.8992606163973204,0.9114349775784754,0.5105284084454469,0.36665822661659186,0.47802666424655854,0,0,0,0,"[[48, 300, 29, 5, 3], [6, 1116, 242, 32, 5], [0, 269, 173, 29, 2], [0, 83, 107, 47, 10], [1, 23, 54, 40, 52]]",0.5762446040179996,19,val_qwk,66.29665875434875,2676,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Adamax_lr0.001_bs64/predictions.csv,results/scenario_5/MMF/dataset_16/dsm_only/4stream/residual_True/fusion_mcmaf/Adamax_lr0.001_bs64
